"final_score","tutoring","test_score","prior_gpa","parent_college","female","household_income","eligible"
49.2915308015845,0,760.53324387941,3.46534289955862,1,0,33803.3638947998,0
145.748418448841,0,581.952134253883,3.04016396175387,0,0,130932.505091805,1
34.1198474524316,0,380.784134590992,2.5521720973534,1,1,24382.373566571,1
32.297884168444,0,673.621561110834,3.33767013316962,0,0,20272.4495371324,0
39.5254905288788,0,497.851459758019,3.14830207763612,0,1,26578.8552483123,1
51.1996329835899,0,603.146490197174,3.46883838701373,1,1,35773.2383791327,0
72.8418196867425,0,497.218540451331,2.93054606922193,0,0,58741.7104119438,1
45.8840629620871,0,561.367326729044,3.76749315888852,1,0,29889.6240655174,1
39.0821072884032,0,694.337677691744,2.84820374560979,0,0,28302.8306064207,0
51.062894749864,0,723.391387039289,3.12150140301284,0,0,35404.3998160564,0
65.1588846657399,0,535.470239870158,2.97697463874556,0,0,51309.0516051304,1
62.9340285583327,0,576.727773213229,2.68486351027195,0,0,47441.5720613439,1
42.9060443329199,0,563.67845529177,3.24884110633607,1,0,26768.4419730686,1
99.7924606386281,0,664.443376111831,3.53875991463151,1,0,85827.2535344374,0
26.9535344322518,0,623.087101612303,3.66596194832763,0,1,13606.3162161591,0
38.6951172262462,1,429.566982726751,3.2802806543838,0,1,20681.9287352575,1
81.5081564946436,0,789.500497304797,3.65925410295795,0,1,66623.520017876,0
30.9413653879835,0,586.151529924141,2.80847358180277,0,0,15271.2184575047,1
106.379354348918,0,548.918941362533,3.98222217444404,1,1,88533.3651592759,1
200.177894262628,0,574.936688999437,2.87836808271603,1,0,188258.583680954,1
28.6786803007426,0,595.657276791881,2.6868420058323,1,1,14139.0245037365,1
54.4625326511636,0,518.194330315023,3.28364976801908,1,0,45441.1511303945,1
66.5793881812841,0,619.93491099655,3.27024013355607,0,1,54301.2326876254,0
37.2145850678434,0,646.735934991883,2.81275217683235,0,1,25883.7315249911,0
72.2722567893962,0,712.45599306864,2.96056609503483,1,0,58563.0540119752,0
44.6024546451216,0,595.414760344061,3.34216840122519,0,0,32919.2528373738,1
42.2409244495706,0,573.249817874553,2.90716596394432,0,1,30992.4259282755,1
36.866385947084,0,610.003481192707,3.08925585626825,0,1,20888.0241223848,0
33.6577452773207,0,542.094399573853,3.07837926712958,0,0,20255.1377155168,1
70.7038970975589,0,551.254171633744,2.7863951187584,0,0,55084.7433510825,1
45.5346955886154,0,598.150892160131,3.39696604679032,1,0,30852.6333837322,1
35.5674389806828,0,823.640844827127,2.36569173864563,1,1,21574.462377527,0
52.5780553920325,0,577.733986669452,3.51209620905668,1,1,36482.5244889747,1
43.8924285731531,0,485.582279415539,2.94271150726619,0,0,32198.8043627836,1
41.0607139584415,0,791.315421013054,3.64132156381558,1,0,27689.0808664177,0
62.185192480118,0,577.819297016909,3.50077562076454,1,1,44082.3688542898,1
32.7288203918403,0,433.138460184156,2.98401840805428,0,0,19640.0906300874,1
42.3706737000832,0,636.955665386467,3.30249215137018,0,0,26022.9893951974,0
33.8643643002734,0,506.903703428457,3.91122086890406,1,1,18565.3613671254,1
57.3009558687568,0,632.596260505755,3.04391818313684,0,0,40829.9774793214,0
60.9869448255436,0,455.36471500364,3.22706486963591,0,0,48239.9478622726,1
37.8312110198337,0,539.602319277437,2.90071797997189,1,0,21868.4063222918,1
68.286534446035,0,460.0868945807,2.67534131120476,0,1,53554.7334109756,1
25.4547931361929,0,653.404655789305,2.67249659494592,0,1,10962.8598139964,0
41.235039080934,1,507.848850957527,3.48052811816891,1,0,25303.0325020063,1
86.4933941971887,0,570.994819377416,2.6570161228573,1,1,70501.8150621125,1
39.5851880009136,0,524.658604427747,3.49976108108592,0,0,25022.9247482739,1
39.1956571707553,1,572.501099227324,3.05035014859342,1,0,21498.1254121627,1
36.5511763240437,0,598.834384999297,3.29534517344352,1,1,21169.3432017876,1
31.8762364533806,0,702.884659393741,2.79018065239849,0,0,20533.6990853388,0
41.3434106847818,0,793.374516368848,2.57950918915864,0,0,29010.8477390115,0
53.9582621747154,0,620.738839253691,2.74581004881381,0,1,39455.5288762662,0
31.7374701796977,0,572.670314934162,2.93180630967362,1,1,19707.6720575987,1
120.801629636629,0,665.497496197631,2.65328098817617,0,0,107785.618226828,0
38.3901378010607,0,596.110654698157,4.06870293358859,0,0,23307.8069358123,1
69.0018713335971,0,520.727284300082,2.6105301536136,1,0,56022.4426817708,1
39.0887804801145,1,478.91071706653,2.90569976537416,0,0,21099.2696680369,1
29.5429305889796,0,438.679456046964,2.84468234145993,1,0,15650.8294343081,1
31.648815752415,0,497.440940639371,3.24658698803406,0,1,18039.6042760007,1
70.1638747105748,0,610.077949448584,3.70356205104708,0,1,57205.3083036736,0
32.0790720174334,0,574.087641854642,3.69446389665184,0,0,22344.0056371949,1
125.965040134329,0,411.974500943844,3.04746455733091,1,1,114228.334708591,1
32.7020888894808,0,479.096071078369,3.52542332689038,0,0,20361.5572429363,1
27.2959360867062,0,577.818765181296,2.27133878651517,1,1,15391.4537116846,1
30.2328671334824,0,639.257935237138,2.88065241405215,0,0,13396.1869693657,0
41.1226940310283,0,654.978890488998,3.06242159569205,0,1,24656.8680269482,0
44.5192595733598,0,594.381559211964,2.55287361296187,0,0,32867.5639995896,1
36.3003156059533,0,428.300787422327,3.18267032563036,0,0,23707.677507002,1
53.7614457357022,0,512.374712890806,3.00161570241146,1,0,36585.267480392,1
25.2246188338451,0,706.321898234101,2.49183122857672,0,0,14576.0688030283,0
51.419943196663,0,569.42406402884,3.04792621033056,1,0,39924.4550943119,1
